Station Code,Location,Grid Reference,Easting,Northing,Date,Time,Q,NO2-N (mg/l),Q,NO3-N (mg/l),Q,P(SOL) (mg/l),Q,P(TOT) (mg/l),Q,TON (mg/l)
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,13/11/2000,1030,,0.0072,,0.72,,0.09,,0.15,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,07/12/2000,1030,,0.012,,1.08,,0.08,,0.13,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,16/01/2001,1045,,0.007,,1.05,,0.08,,0.16,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,15/02/2001,1035,,0.006,,1.04,,0.06,,0.15,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,21/03/2001,845,,0.0063,,0.83,,0.02,,0.14,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,18/04/2001,1000,,0.006,,0.57,,0.01,,0.06,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,15/05/2001,940,,0.009,,0.13,,0.01,,0.13,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,15/06/2001,735,,0.01,,0.34,,0.06,,0.11,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,16/07/2001,730,,0.006,,0.26,,0.05,,0.11,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,16/08/2001,830,,0.063,,0.95,,0.08,,0.14,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,14/09/2001,930,,0.024,,0.08,,0.11,,0.14,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,16/10/2001,915,,0.035,,0.23,,0.11,,0.18,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,14/11/2001,1015,<  ,0.02,,0.05,,0.08,,0.16,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,10/12/2001,1100,,0.01,,0.97,,0.095,,0.17,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,16/01/2002,1015,,0.01,,1.18,,0.1,,0.15,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,14/02/2002,930,,0.007,,1.17,,0.04,,0.13,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,15/03/2002,1015,,0.004,,0.66,,0.04,,0.124,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,16/04/2002,600,,0.011,,0.45,<  ,0.01,,0.13,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,14/05/2002,730,,0.01,,0.68,,0.01,,0.118,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,14/06/2002,1015,,0.013,,0.39,,0.13,,0.42,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,18/07/2002,650,,0.005,,0.09,,0.05,,0.13,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,14/08/2002,825,,0.016,,0.59,,0.09,,0.23,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,09/09/2002,900,,0.008,,0.55,,0.09,,0.15,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,08/10/2002,850,,0.011,,0.61,,0.12,,0.14,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,07/11/2002,1015,,0.009,,0.67,,0.1,,0.17,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,09/12/2002,820,,0.023,,2.4,,0.07,,0.1,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,16/01/2003,915,,0.01,,0.99,,0.09,,0.15,,1
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,10/02/2003,1000,,0.007,,0.98,,0.06,,0.12,,0.98
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,13/03/2003,845,,0.003,,0.86,,0.07,,0.11,,0.86
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,09/04/2003,1015,,0.007,,0.42,,0.01,,0.11,,0.43
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,16/05/2003,930,,0.006,,0.2,,0.02,,0.1,,0.21
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,16/06/2003,845,,0.008,,0.17,,0.03,,0.12,,0.18
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,16/07/2003,800,,0.005,,0.11,,0.04,,0.08,,0.11
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,12/08/2003,825,,0.005,,0.14,,0.07,,0.13,,0.15
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,10/09/2003,800,,0.08,,0.19,,0.1,,0.13,,0.27
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,07/10/2003,1035,,0.01,,0.41,,0.1,,0.16,,0.42
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,07/11/2003,1030,,0.009,,0.6,,0.09,,0.16,,0.61
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,02/12/2003,1045,,0.007,,0.71,,0.09,,0.19,,0.72
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,13/01/2004,1230,,0.013,,1.09,,0.09,,0.15,,1.11
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,09/02/2004,935,,0.017,,0.98,,0.08,,0.14,,1
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,04/03/2004,1015,,0.014,,1.07,,0.06,,0.11,,1.09
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,07/04/2004,1015,,0.015,,0.94,,0.03,,0.12,,0.96
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,10/05/2004,730,,0.012,,0.73,,0.02,,0.13,,0.74
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,04/06/2004,830,,0.016,,0.25,,0.05,,0.11,,0.27
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,30/06/2004,900,,0.008,,0.47,,0.07,,0.13,,0.48
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,03/08/2004,925,,0.004,,0.15,,0.07,,0.13,,0.15
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,02/09/2004,930,,0.005,,0.26,,0.1,,0.17,,0.27
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,05/10/2004,830,,0.006,,0.5,,0.13,,0.25,,0.51
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,05/11/2004,1100,,0.005,,0.56,,0.09,,0.15,,0.57
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,29/11/2004,920,,0.013,,0.89,,0.09,,0.14,,0.91
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,19/01/2005,1030,,0.02,,1.14,,0.09,,0.17,,1.16
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,17/02/2005,1030,,0.004,,1.24,,0.08,,0.12,,1.24
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,08/03/2005,1100,,0.007,,1.32,,0.08,,0.11,,1.33
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,18/04/2005,920,,0.011,,1.05,,0.06,,0.19,,1.06
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,17/05/2005,740,<  ,0.001,,0.05,,0.02,,,,0.05
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,17/06/2005,1030,,0.024,,0.58,,0.05,,0.12,,0.6
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,27/07/2005,745,,0.008,,0.14,,0.07,,0.15,,0.15
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,15/08/2005,750,,0.006,,0.25,,0.08,,0.15,,0.26
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,13/09/2005,945,,0.005,,0.25,,0.1,,0.17,,0.26
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,13/10/2005,1000,,0.005,,0.61,,0.1,,0.18,,0.62
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,11/11/2005,915,,0.007,,0.61,,0.12,,0.17,,0.62
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,12/12/2005,1045,,0.009,,0.85,,0.09,,0.14,,0.86
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,11/01/2006,930,,0.021,,1.21,,0.1,,0.14,,1.23
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,09/02/2006,1015,,0.004,,1.09,,0.1,,0.12,,1.09
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,10/03/2006,1130,,0.009,,1.02,,0.07,,0.15,,1.03
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,10/04/2006,1130,,0.007,,0.61,,0.02,,0.05,,0.62
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,09/05/2006,1220,,0.007,,0.12,<  ,0.01,,0.12,,0.13
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,08/06/2006,935,,0.005,,0.06,,0.01,,0.14,,0.06
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,07/07/2006,1215,,0.011,,0.44,,0.06,,0.1,,0.45
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,09/08/2006,1045,,0.005,,0.19,,0.1,,0.2,,0.19
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,08/09/2006,1010,,0.005,,0.23,,0.07,,0.12,,0.23
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,09/10/2006,945,,0.004,,0.4,,0.1,,0.2,,0.41
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,08/11/2006,1026,,0.015,,0.76,,0.1,,0.18,,0.77
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,07/12/2006,1100,,0.011,,1.29,,0.1,,0.17,,1.3
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,10/01/2007,1045,,,,,,0.08,,0.16,,1.56
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,08/02/2007,1030,,0.009,,1.47,,0.08,,0.13,,1.48
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,09/03/2007,1000,,0.006,,1.35,,0.06,,0.14,,1.36
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,16/04/2007,1200,,0.009,,0.68,<  ,0.01,,0.11,,0.69
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,08/05/2007,1224,,0.004,,0.12,<  ,0.01,,0.11,,0.12
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,08/06/2007,1200,,0.023,,0.75,,0.06,,0.12,,0.77
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,10/07/2007,1200,,0.003,,0.25,,0.07,,0.19,,0.25
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,08/08/2007,945,,0.02,,0.82,,0.08,,0.21,,0.84
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,06/09/2007,1030,,0.008,,0.49,,0.07,,0.13,,0.5
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,09/10/2007,1045,,0.016,,0.97,,0.23,,0.41,,0.99
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,05/11/2007,1015,,,,,,0.12,,0.15,,0.41
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,05/12/2007,1045,,0.006,,0.73,,0.1,,0.24,,0.73
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,14/01/2008,1105,,0.007,,1.05,,0.1,,0.17,,1.06
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,13/02/2008,1105,,0.015,,1.07,,0.1,,0.14,,1.08
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,05/03/2008,1040,,0.008,,1.02,,0.07,,0.14,,1.03
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,23/04/2008,1055,,0.01,,0.36,<  ,0.01,,0.1,,0.37
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,07/05/2008,1045,,0.006,,0.09,<  ,0.01,,0.12,,0.1
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,09/06/2008,1135,,0.022,,0.55,,,,0.11,,0.57
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,02/07/2008,1100,,0.008,,0.52,,0.09,,0.13,,0.52
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,14/08/2008,940,,0.008,,0.36,,0.09,,0.2,,0.36
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,17/09/2008,1115,,0.007,,0.19,,0.1,,0.17,,0.2
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,03/10/2008,1030,,0.009,,0.51,,0.09,,0.18,,0.52
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,03/11/2008,1045,,0.014,,0.59,,0.1,,0.16,,0.6
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,09/12/2008,1100,,0.007,,0.83,,0.09,,0.14,,0.84
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,12/01/2009,1115,,0.011,,1.43,,0.09,,0.12,,1.44
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,11/02/2009,1100,<  ,0.006,,0.94,,0.08,,0.13,,0.94
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,04/03/2009,1115,,0.007,,1.09,,0.04,,0.12,,1.09
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,22/04/2009,1115,,0.012,,0.35,<  ,0.01,,0.09,,0.36
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,06/05/2009,1110,,0.006,,0.24,<  ,0.01,,0.16,,0.24
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,08/06/2009,1110,<  ,0.006,,0.12,<  ,0.01,,0.08,,0.12
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,01/07/2009,1115,,0.011,,0.28,,0.05,,0.1,,0.29
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,13/08/2009,1105,<  ,0.006,,0.15,,0.06,,0.14,,0.15
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,16/09/2009,1115,,0.008,,0.13,,0.08,,0.16,,0.14
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,02/10/2009,1045,<  ,0.006,,0.35,,0.07,,0.15,,0.35
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,02/11/2009,1130,,0.008,,0.91,,0.1,,0.24,,0.92
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,08/12/2009,1105,<  ,0.006,,0.67,,0.1,,0.15,,0.68
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,12/01/2010,1215,,0.009,,1.15,,0.1,,0.14,,1.16
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,11/02/2010,1100,<  ,0.006,,0.86,,0.09,,0.12,,0.86
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,01/03/2010,1110,<  ,0.006,,0.86,,0.07,,0.13,,0.86
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,21/04/2010,900,,0.006,,0.31,<  ,0.01,,0.09,,0.32
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,05/05/2010,845,<  ,0.006,,0.16,<  ,0.01,,0.09,,0.16
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,07/06/2010,1250,<  ,0.006,<  ,0.05,<  ,0.01,,0.12,<  ,0.05
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,06/07/2010,1000,<  ,0.006,,0.24,,0.05,,0.1,,0.25
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,12/08/2010,930,<  ,0.006,,0.11,,0.08,,0.18,,0.12
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,15/09/2010,945,<  ,0.006,,0.18,,0.09,,0.18,,0.19
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,30/09/2010,1010,<  ,0.006,,0.07,,0.09,,0.17,,0.08
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,28/10/2010,920,,0.006,,0.35,,0.1,,0.16,,0.36
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,22/12/2010,1015,,,,,,,,0.14,,
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,20/01/2011,945,<  ,0.006,,0.87,,0.09,,0.13,,0.88
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,17/02/2011,945,<  ,0.006,,0.95,,0.07,,0.12,,0.96
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,13/04/2011,1230,,0.008,,0.4,<  ,0.01,,0.09,,0.41
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,16/05/2011,1315,,0.006,,0.33,,,,0.08,,0.34
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,15/06/2011,1045,,0.01,,0.48,,0.05,,0.1,,0.49
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,18/07/2011,1240,,0.008,,0.56,,0.06,,0.23,,0.57
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,16/08/2011,1000,<  ,0.006,<  ,0.05,,0.08,,0.18,<  ,0.05
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,14/09/2011,930,,0.009,,0.39,,0.09,,0.16,,0.4
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,10/10/2011,1000,,0.009,,0.5,,0.12,,0.31,,0.51
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,10/11/2011,1120,<  ,0.006,,0.78,,0.11,,0.17,,0.79
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,06/12/2011,950,<  ,0.006,,0.85,,0.09,,0.14,,0.86
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,17/01/2012,1215,,0.007,,0.92,,0.1,,0.14,,0.93
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,16/02/2012,1115,<  ,0.006,,0.94,,0.09,,0.13,,0.95
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,13/03/2012,930,<  ,0.006,,0.98,,0.07,,0.11,,0.99
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,18/04/2012,955,,0.009,,0.52,<  ,0.01,,0.12,,0.53
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,17/05/2012,930,<  ,0.006,<  ,0.08,,0.01,,0.13,<  ,0.08
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,13/06/2012,1315,,0.006,,0.3,,0.02,,0.1,,0.31
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,09/07/2012,1000,,0.014,,0.67,,0.06,,0.13,,0.68
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,06/08/2012,1000,<  ,0.006,,0.08,,0.05,,0.13,,0.09
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,06/09/2012,830,<  ,0.006,,0.31,,0.09,,0.15,,0.32
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,03/10/2012,950,<  ,0.006,,0.27,,0.1,,0.19,,0.28
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,30/10/2012,1030,,0.006,,0.33,,0.1,,0.16,,0.34
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,26/11/2012,1055,,0.01,,0.45,,0.1,,0.15,,0.46
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,15/01/2013,1015,,0.007,,0.74,,0.09,,0.14,,0.75
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,14/02/2013,1045,<  ,0.006,,0.71,,0.06,,0.14,,0.72
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,11/03/2013,1215,,0.014,,0.96,,0.05,,0.16,,0.97
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,17/04/2013,1015,,0.007,,0.43,,0.02,,0.19,,0.44
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,16/05/2013,1320,,0.006,,0.11,<  ,0.01,,0.1,,0.12
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,12/06/2013,1100,,0.01,,0.19,,0.02,,0.11,,0.2
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,09/07/2013,943,,0.027,,0.92,,0.05,,0.09,,0.95
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,05/08/2013,1100,,0.005,,0.14,,0.06,,0.12,,0.14
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,05/09/2013,1105,<  ,0.005,,0.16,,0.07,,0.13,,0.16
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,02/10/2013,1045,,0.006,,0.45,,0.09,,0.15,,0.46
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,29/10/2013,905,,0.02,,0.55,,0.09,,0.16,,0.57
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,25/11/2013,1140,,0.01,,0.96,,0.06,,,,0.97
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,22/01/2014,1120,,0.013,,1.23,,0.08,,0.11,,1.24
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,20/02/2014,1250,,0.01,,1.07,,0.07,,0.11,,1.08
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,24/03/2014,1120,,0.007,,0.68,,0.03,,0.12,,0.69
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,15/04/2014,1120,,0.012,,0.71,<  ,0.01,,0.07,,0.72
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,22/05/2014,1140,,0.01,,0.34,<  ,0.01,,0.09,,0.35
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,18/06/2014,1000,,0.013,,0.38,,0.05,,0.09,,0.39
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,22/07/2014,1110,,0.005,,0.24,,0.06,,0.12,,0.24
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,11/08/2014,1120,,0.02,,0.93,,0.11,,0.24,,0.95
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,04/09/2014,1120,,0.007,,0.33,,0.07,,0.12,,0.34
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,08/10/2014,1100,,0.012,,0.75,,0.09,,0.24,,0.76
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,04/11/2014,1100,,0.012,,0.76,,0.09,,0.2,,0.77
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,01/12/2014,1108,,0.01,,0.49,,0.1,,0.16,,0.5
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,15/01/2015,931,,0.006,,0.98,,0.08,,0.15,,0.99
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,05/02/2015,1100,,0.005,,0.94,,0.09,,0.15,,0.94
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,18/03/2015,1051,,0.009,,0.75,,0.03,,0.14,,0.76
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,13/04/2015,1103,,0.007,,0.28,<  ,0.01,,0.08,,0.29
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,11/05/2015,1054,,0.005,,0.14,<  ,0.01,,0.12,,0.14
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,15/06/2015,1120,,0.008,,0.16,<  ,0.01,,0.08,,0.17
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,08/07/2015,1114,,0.018,,0.44,,0.05,,0.14,,0.46
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,29/07/2015,1107,,0.015,,0.53,,0.07,,0.21,,0.54
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,15/09/2015,1217,,0.005,,0.15,,0.05,,0.14,,0.15
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,29/09/2015,1056,,0.006,,0.07,,0.06,,0.15,,0.08
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,20/10/2015,1020,,0.005,,0.19,,0.08,,0.16,,0.19
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,26/11/2015,949,,0.005,,0.62,,0.11,,0.19,,0.62
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,13/01/2016,1108,,0.009,,0.88,,0.1,,0.15,,0.89
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,10/02/2016,1030,,0.009,,0.93,,0.09,,0.14,,0.94
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,09/03/2016,907,,0.006,,0.86,,0.09,,0.15,,0.87
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,14/04/2016,1057,,0.006,,0.54,,0.03,,0.11,,0.55
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,10/05/2016,1109,,0.006,,0.12,<  ,0.01,,0.09,,0.13
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,28/06/2016,1116,,0.019,,0.57,,0.07,,0.11,,0.59
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,19/07/2016,1111,<  ,0.005,<  ,0.06,,0.05,,0.19,<  ,0.06
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,08/08/2016,1101,<  ,0.005,<  ,0.06,,0.07,,0.15,<  ,0.06
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,05/09/2016,1208,,0.005,,0.11,,0.08,,0.17,,0.11
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,17/10/2016,1052,,0.012,,0.57,,,,0.23,,0.58
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,10/11/2016,1204,,0.011,,0.66,,0.1,,0.2,,0.67
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,14/12/2016,1045,,0.02,,0.58,,0.11,,0.16,,0.6
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,17/01/2017,1045,<  ,0.005,,0.62,,0.1,,0.19,,0.62
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,16/02/2017,1139,,0.008,,0.89,,0.06,,0.15,,0.9
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,20/03/2017,1231,,0.012,,0.61,,0.05,,0.15,,0.62
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,19/04/2017,1122,,0.006,,0.17,<  ,0.01,,0.09,,0.18
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,18/05/2017,1116,,0.017,,0.32,,0.04,,0.09,,0.34
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,14/06/2017,1110,,0.011,,0.29,,0.05,,0.13,,0.3
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,18/07/2017,1224,,0.006,,0.1,,0.06,,0.12,,0.11
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,14/08/2017,1053,,0.006,,0.18,,0.06,,0.13,,0.19
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,14/09/2017,1044,,0.008,,0.26,,0.1,,0.19,,0.27
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,11/10/2017,1220,,0.006,,0.21,,0.1,,0.17,,0.22
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,07/11/2017,1106,,0.011,,0.51,,0.11,,0.22,,0.52
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,04/12/2017,1149,,0.022,,0.53,,0.09,,0.14,,0.55
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,16/01/2018,1124,,0.011,,0.96,,0.1,,0.18,,0.97
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,15/02/2018,1139,,0.009,,0.88,,0.07,,0.15,,0.89
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,26/03/2018,1136,,0.007,,0.64,,0.02,,0.14,,0.65
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,11/04/2018,1147,,0.009,,0.48,,0.01,,0.11,,0.49
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,17/05/2018,1144,,0.007,,0.16,<  ,0.01,,0.1,,0.17
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,13/06/2018,1153,,0.01,,0.3,,0.05,,0.11,,0.31
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,17/07/2018,951,,0.01,,0.29,,0.06,,0.17,,0.3
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,13/08/2018,1144,<  ,0.005,,0.07,,0.09,,0.18,,0.07
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,13/09/2018,1230,,0.007,,0.19,,0.1,,0.16,,0.2
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,17/10/2018,1313,,0.005,,0.97,,0.05,,0.17,,0.97
10427,LOWER BANN AT THE CUTS,C855303,285553,430211,06/11/2018,1045,,0.017,,1.28,,0.07,,0.15,,1.3
