Station Code,Location,Grid Reference,Easting,Northing,Date,Time,Q,NO2-N (mg/l),Q,NO3-N (mg/l),Q,P(SOL) (mg/l),Q,P(TOT) (mg/l),Q,TON (mg/l)
10005,KILFENNAN BURN AT MALONE PARK,C454167,245401,416700,24/01/2005,1025,,0.107,,1.36,,0.36,,,,1.47
10005,KILFENNAN BURN AT MALONE PARK,C454167,245401,416700,22/02/2005,1115,,0.063,,1.22,,0.4,,,,1.29
10005,KILFENNAN BURN AT MALONE PARK,C454167,245401,416700,23/03/2005,1100,,0.324,,1,,0.53,,,,1.33
10005,KILFENNAN BURN AT MALONE PARK,C454167,245401,416700,21/04/2005,1030,,0.046,,1.2,,0.05,,,,1.25
10005,KILFENNAN BURN AT MALONE PARK,C454167,245401,416700,22/05/2005,1050,,0.071,,1.57,,0.37,,,,1.64
10005,KILFENNAN BURN AT MALONE PARK,C454167,245401,416700,20/06/2005,1145,,0.06,,0.49,,0.43,,,,0.55
10005,KILFENNAN BURN AT MALONE PARK,C454167,245401,416700,20/07/2005,1045,,0.064,,0.88,,0.86,,,,0.95
10005,KILFENNAN BURN AT MALONE PARK,C454167,245401,416700,18/08/2005,1045,,0.06,,1.78,,0.12,,,,1.84
10005,KILFENNAN BURN AT MALONE PARK,C454167,245401,416700,16/09/2005,1015,,0.066,,0.6,,0.58,,,,0.67
10005,KILFENNAN BURN AT MALONE PARK,C454167,245401,416700,18/10/2005,1100,,0.048,,0.43,,0.26,,,,0.48
10005,KILFENNAN BURN AT MALONE PARK,C454167,245401,416700,17/11/2005,1150,,0.096,,1.52,,0.57,,,,1.62
10005,KILFENNAN BURN AT MALONE PARK,C454167,245401,416700,07/12/2005,1115,,0.078,,2.14,,1.59,,,,2.22
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,23/07/1996,900,,,,,<  ,0.05,,,,1.13
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,22/08/1996,930,,,,,,0.07,,,,1.5
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,18/11/1996,915,,,,,,0.76,,,,2.07
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,18/12/1996,915,,,,,,0.51,,,,1.39
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,17/01/1997,920,,,,,,1.59,,,,1.24
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,11/02/1997,1655,,,,,,0.06,,,,1.65
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,12/03/1997,1115,,,,,,0.07,,,,2.1
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,10/04/1997,1645,,,,,,0.78,,,,1.3
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,12/05/1997,1705,,,,,,0.36,,,,2.4
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,09/06/1997,1330,,,,,,0.9,,,,1.1
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,08/07/1997,1645,,,,,,0.4446,,,<  ,0.05
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,06/08/1997,1515,,,,,,0.27,,,,0.3
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,04/09/1997,1700,,,,,<  ,0.05,,,,1.3
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,06/10/1997,730,,0.05,,1,<  ,0.05,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,03/11/1997,1710,,0.17,,1.03,,0.12,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,08/12/1997,1015,,0.09,,1.3,,0.73,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,14/01/1998,1640,<  ,0.05,,2.9,<  ,0.05,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,17/02/1998,1645,,0.06,,1.99,,0.06,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,18/03/1998,1155,,0.06,,1.89,,0.07,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,15/04/1998,1330,,0.03,,1.45,,0.07,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,13/05/1998,1630,,0.13,,2.7,<  ,0.05,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,15/06/1998,850,,0.07,,1.2,,0.18,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,15/07/1998,800,,0.41,,2.61,,0.36,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,14/08/1998,930,,0.04,,1.43,,0.06,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,10/09/1998,1630,,0.06,,1.54,,0.03,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,12/10/1998,845,,0.06,,1.8,,0.07,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,09/11/1998,1630,,0.03,,2,,0.04,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,08/12/1998,1610,,0.04,,1.8,,0.08,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,25/01/1999,1000,,0.02,,1.1,,0.06,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,26/02/1999,1125,,0.03,,1.7,,0.12,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,22/03/1999,815,,0.03,,1.6,,0.01,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,27/04/1999,1200,,0.07,,1.4,,0.09,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,26/05/1999,1155,,0.09,,1,,0.27,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,24/06/1999,1130,,0.05,,0.99,,0.09,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,23/07/1999,955,,0.03,,1.09,,0.03,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,23/08/1999,1150,,0.05,,0.94,,0.03,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,21/09/1999,1220,,0.03,,1.27,,0.16,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,21/10/1999,1100,,0.04,,1.44,,0.02,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,19/11/1999,1115,,0.05,,1.52,,0.1,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,08/12/1999,1515,<  ,0.02,,0.85,,0.05,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,31/01/2000,1010,,0.0074606,,0.53,,0.02,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,29/02/2000,1025,,0.001,,0.68,,0.03,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,30/03/2000,1015,,0.005,,0.64,,0.03,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,28/04/2000,1020,,0.001,,0.92,,0.03,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,31/05/2000,1145,,0.055,,0.65,,0.04,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,27/06/2000,1000,,0.062,,0.649,,0.41,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,28/07/2000,1200,,0.099,,1.05,,0.4,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,29/08/2000,1600,,0.006,<  ,0.05,,0.32,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,28/09/2000,1210,,0.063,,1.17,,0.87,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,26/10/2000,1155,,0.05,,1.4,,0.39,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,27/11/2000,1215,,0.048,,1.555,,0.48,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,30/01/2001,900,,0.043,,1.54,,0.02,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,01/03/2001,930,,0.089,,1.276,,2.98,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,02/04/2001,905,,0.122,,1.028,,4.96,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,25/04/2001,1610,,0.088,,1.53,,0.02,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,29/05/2001,830,,0.094,,0.98,,0.03,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,29/06/2001,915,,0.04,,0.52,,0.26,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,30/07/2001,1045,,0.055,,0.8,,0.12,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,30/08/2001,1220,,0.043,,0.56,,0.28,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,28/09/2001,830,,0.075,,0.21,,0.19,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,31/10/2001,1050,,0.045,,0.15,,0.54,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,27/11/2001,1110,,0.019,,0.92,,0.35,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,14/12/2001,1130,,0.072,,2.21,,0.16,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,30/01/2002,1150,,0.06,,2.7,,0.4,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,28/02/2002,830,,0.017,,2.1,,0.04,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,27/03/2002,1045,,0.125,,1.9,,1.25,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,28/04/2002,1815,,0.034,,1.41,,0.05,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,27/05/2002,1700,,0.091,,1.62,,0.14,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,21/06/2002,1045,,0.023,,1.47,,0.02,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,29/07/2002,800,,0.031,,1.3,,0.01,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,27/08/2002,1810,<  ,0.001,<  ,0.05,,0.63,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,20/09/2002,1140,,0.073,,0.97,,0.06,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,21/10/2002,1705,,0.013,,0.58,,0.03,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,20/11/2002,1640,,0.027,,1.98,,0.02,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,18/12/2002,1120,,0.034,,1.88,,0.01,,,,
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,30/01/2003,1155,,0.015,,1.7,,0.07,,,,1.71
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,26/02/2003,1050,,0.043,,1.89,,0.02,,,,1.93
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,24/03/2003,830,,0.029,,1.48,<  ,0.01,,,,1.51
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,28/04/2003,1115,,0.061,,1.22,,0.07,,,,1.29
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,29/05/2003,1120,,0.061,,1.1,,0.75,,,,1.17
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,29/06/2003,1430,,0.057,,1.55,,0.01,,,,1.61
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,28/07/2003,1615,,0.052,,0.78,,0.01,,,,0.83
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,27/08/2003,1700,,0.002,<  ,0.05,,0.96,,,<  ,0.05
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,19/09/2003,1040,,0.065,,1.24,,0.04,,,,1.31
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,22/10/2003,1105,,0.044,,0.79,,1.88,,,,0.84
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,21/11/2003,1045,,0.061,,1.54,,0.82,,,,1.6
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,09/12/2003,1115,,0.059,,2.08,<  ,0.01,,,,2.14
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,21/01/2004,1640,,0.03,,2.47,,0.02,,,,2.5
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,17/02/2004,1100,,0.056,,1.94,,0.27,,,,1.99
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,15/03/2004,1125,,0.055,,1.49,,0.43,,,,1.54
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,22/04/2004,1700,,0.024,,1.63,,,,,,1.65
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,13/05/2004,1035,,0.044,,1.87,,0.05,,,,1.91
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,14/06/2004,1110,,0.077,,1.34,,0.02,,,,1.41
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,09/07/2004,940,,0.044,,1.33,,0.02,,,,1.37
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,16/08/2004,1620,,0.003,,0.11,,,,,,0.11
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,14/09/2004,1655,,0.058,,1.48,,0.08,,,,1.54
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,14/10/2004,1145,,0.054,,1.82,,0.03,,,,1.88
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,11/11/2004,1120,,0.039,,1.58,,0.04,,,,1.62
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,07/12/2004,1150,,0.035,,1.78,,0.08,,,,1.82
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,24/01/2005,1235,,0.026,,1.94,,0.11,,,,1.96
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,22/02/2005,1100,,0.027,,1.84,,0.03,,,,1.87
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,23/03/2005,1120,,0.149,,1.63,,0.49,,,,1.78
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,21/04/2005,1230,,0.042,,1.39,,0.39,,,,1.43
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,20/06/2005,1215,,0.177,,0.31,,1.93,,,,0.49
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,20/07/2005,1245,,0.095,,0.74,,0.04,,,,0.83
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,18/08/2005,1220,,0.06,,1.52,,0.1,,,,1.58
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,16/09/2005,1100,,0.071,,0.43,,2.09,,,,0.5
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,17/11/2005,1200,,0.088,,1.28,,0.15,,,,1.37
10006,PENNYBURN STREAM AT STRAND ROAD,C440187,243938,418730,06/12/2005,1630,,0.028,,2.1,,0.04,,,,2.13
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,15/07/1998,1000,<  ,0.02,,3.02,,0.01,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,14/08/1998,800,<  ,0.02,,1.628,,0.05,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,11/09/1998,1100,<  ,0.02,,1.96,,0.01,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,12/10/1998,1000,<  ,0.02,,1.7,,0.02,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,10/11/1998,1010,<  ,0.02,,1.5,,0.01,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,09/12/1998,1000,<  ,0.02,,0.8,,0.02,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,25/01/1999,1025,<  ,0.02,,0.6,,0.01,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,26/02/1999,1000,<  ,0.02,,1.2,,0.02,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,22/03/1999,1000,<  ,0.02,,0.7,,0.02,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,27/04/1999,945,<  ,0.02,,0.9,,0.02,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,23/07/1999,1025,<  ,0.02,,0.7,,0.02,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,21/09/1999,945,<  ,0.02,,1.17,,0.09,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,21/10/1999,1000,<  ,0.02,,1.45,,0.02,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,19/11/1999,1050,<  ,0.02,,1.35,<  ,0.01,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,09/12/1999,1015,<  ,0.02,,1.05,,0.04,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,31/01/2000,1215,,0.0258258,,0.83,,0.18,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,29/02/2000,1000,,0.022,,1.27,,0.14,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,30/03/2000,935,,0.071,,1.27,,0.58,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,28/04/2000,955,,0.027,,1.21,,0.02,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,31/05/2000,950,,0.00448,,0.67,,0.04,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,27/06/2000,1025,,0.01076,,1.128,,0.07,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,28/07/2000,955,,0.136,,1.66,,0.22,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,30/08/2000,1000,,0.021,,0.445,,0.05,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,28/09/2000,1000,,0.003,,1.82,,0.04,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,26/10/2000,1000,,0.0023,,1.87,,0.03,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,27/11/2000,1005,,0.0072,,1.6348,,0.05,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,30/01/2001,900,,0.009,,0.82,<  ,0.01,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,01/03/2001,1030,,0.0064,,0.8906,,0.03,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,02/04/2001,955,,0.0083,,0.713,,0.15,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,25/04/2001,945,,0.004,,0.96,,0.02,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,29/05/2001,920,,0.004,,0.54,,0.03,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,29/06/2001,1015,,0.1,,1.89,,0.58,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,30/07/2001,1050,,0.006,,0.71,,0.03,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,30/08/2001,1025,,0.014,,0.72,,0.04,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,28/09/2001,920,,0.051,,0.06,,0.07,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,31/10/2001,900,,0.006,,0.13,<  ,0.01,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,27/11/2001,920,,0.006,,0.66,,0.26,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,14/12/2001,920,,0.005,,1.26,,0.03,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,30/01/2002,930,,0.006,,0.89,,0.03,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,28/02/2002,1200,,0.005,,0.93,,0.05,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,27/03/2002,935,,0.003,,0.9,,0.04,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,29/04/2002,1010,,0.006,,0.87,,0.03,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,28/05/2002,930,,0.014,,0.49,,0.04,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,21/06/2002,0,,0.002,,0.95,,0.03,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,29/07/2002,945,,0.004,,0.78,,0.01,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,28/08/2002,1000,,0.018,,0.8,,0.03,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,20/09/2002,940,,0.024,,0.98,,0.02,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,22/10/2002,915,,0.015,,0.43,,0.03,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,21/11/2002,930,,0.01,,1.21,,0.02,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,18/12/2002,955,,0.004,,1.01,,0.01,,,,
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,30/01/2003,950,,0.004,,0.94,,0.04,,,,0.95
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,26/02/2003,935,,0.003,,0.82,,0.01,,,,0.83
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,24/03/2003,925,,0.002,,0.88,,0.01,,,,0.88
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,28/04/2003,920,,0.016,,0.68,,0.02,,,,0.69
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,29/05/2003,935,,0.002,,0.97,,0.02,,,,0.97
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,29/06/2003,1505,,0.017,,0.61,,0.01,,,,0.63
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,29/07/2003,955,,0.031,,1.29,,0.04,,,,1.32
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,28/08/2003,940,,0.005,,0.84,,0.02,,,,0.85
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,19/09/2003,925,,0.013,,1.29,,0.04,,,,1.3
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,22/10/2003,930,,0.005,,1.14,,0.01,,,,1.15
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,21/11/2003,930,,0.009,,1.33,,0.03,,,,1.34
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,09/12/2003,935,,0.004,,1.4,,0.02,,,,1.41
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,22/01/2004,940,,0.002,,1.14,,0.01,,,,1.14
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,17/02/2004,940,,0.003,,0.99,,0.01,,,,0.99
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,15/03/2004,1055,,0.007,,0.78,<  ,0.01,,,,0.78
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,23/04/2004,920,,0.002,,0.9,,,,,,0.91
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,13/05/2004,920,,0.002,,1.24,<  ,0.05,,,,1.24
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,14/06/2004,955,,0.008,,0.58,,0.01,,,,0.59
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,09/07/2004,1050,,0.189,,0.29,,0.02,,,,0.48
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,17/08/2004,1010,,0.094,,1.12,,0.03,,,,1.22
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,15/09/2004,930,,0.007,,1.18,,0.08,,,,1.19
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,14/10/2004,1110,,0.014,,1.16,,0.03,,,,1.18
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,11/11/2004,1030,,0.005,,0.97,,0.03,,,,0.98
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,07/12/2004,1045,,0.004,,1.06,,0.02,,,,1.06
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,24/01/2005,1045,,0.003,,1.31,,0.02,,,,1.31
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,22/02/2005,1025,,0.002,,0.8,,0.02,,,,0.8
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,23/03/2005,1045,,0.004,,0.95,,0.04,,,,0.95
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,21/04/2005,950,,0.006,,1.08,,0.03,,,,1.09
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,22/05/2005,1045,,0.027,,0.96,,0.05,,,,0.99
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,20/06/2005,1145,,0.01,,0.87,,0.02,,,,0.88
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,20/07/2005,1100,,0.009,,1.3,,0.02,,,,1.31
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,18/08/2005,1130,,0.016,,1.81,,0.06,,,,1.82
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,16/09/2005,1100,,0.005,,0.96,,0.03,,,,0.96
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,18/10/2005,1100,,0.003,,1.11,,0.02,,,,1.11
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,17/11/2005,1115,,0.007,,0.78,,0.03,,,,0.79
10007,PENNYBURN STREAM AT NEW ROAD,C420181,242221,418159,07/12/2005,1045,,0.008,,1.04,,0.06,,,,1.05
10008,PENNYBURN STREAM AT SPRINGTOWN ROAD,C415186,,,23/07/1996,1050,,,,,,0.11,,,,0.78
10008,PENNYBURN STREAM AT SPRINGTOWN ROAD,C415186,,,22/08/1996,1020,,,,,,0.06,,,,0.57
10008,PENNYBURN STREAM AT SPRINGTOWN ROAD,C415186,,,16/10/1996,945,,,,,,0.07,,,,1.1
10008,PENNYBURN STREAM AT SPRINGTOWN ROAD,C415186,,,18/11/1996,950,,,,,,0.05,,,,1.08
10008,PENNYBURN STREAM AT SPRINGTOWN ROAD,C415186,,,18/12/1996,1050,,,,,,0.12,,,,1.08
10008,PENNYBURN STREAM AT SPRINGTOWN ROAD,C415186,,,14/01/1997,950,,,,,<  ,0.05,,,,1.23
10008,PENNYBURN STREAM AT SPRINGTOWN ROAD,C415186,,,12/02/1997,1050,,,,,,0.05,,,,1.44
10008,PENNYBURN STREAM AT SPRINGTOWN ROAD,C415186,,,13/03/1997,1010,,,,,<  ,0.05,,,,1.3
